county,1q13,2q13,3q13,4q13,1q14,2q14,3q14,4q14,1q15,2q15,3q15,4q15,1q16,2q16,3q16,4q16,1q17,2q17,3q17,4q17,1q18,2q18,3q18,4q18,1q19,2q19,3q19,4q19
Angelina,3.5659873764275978,3.940570695441997,3.754997308040368,4.523637696598967,3.7070472751374144,3.8327486315693244,3.9035984870127645,3.9493080711698227,3.908970130108118,3.851704233095107,3.6466923217885285,3.4714586769287155,3.608665364806377,3.7342834629483708,3.660054586773556,3.753697169024861,3.961106240535586,3.8392785981851096,4.003233556114723,4.0282822302428585,4.154786615268812,4.004242603955202,4.089778974019753,3.665518578499578,4.223952861645275,4.17142465628283,4.3975243228429175,4.285616407070753
Bastrop,0.13057091466258078,0.11325028312570781,0.0919325827726334,0.11325028312570781,0.0989979799060857,0.09230892720972855,0.07357957965992856,0.08428206397409999,0.0989263196771045,0.09365024929432558,0.07386498535890469,0.056717756614873244,0.06817860221001583,0.052741937558691485,0.05402832627963518,0.04373721651208562,0.054921050989203024,0.04618361105910254,0.04743181676340261,0.06865131373650378,0.06296085529900353,0.04600985579542565,0.008475499751788936,0.047220641474252645,0.04965419400602944,0.06029437843589289,0.043742980433883076,0.04610746586274162
Bell,3.7856357999867005,3.868283306786912,3.8154015687193437,3.759353259510005,3.2874511867504914,2.7350806091770448,2.5347501100125247,3.038192040324591,2.9752804041244176,4.917621732695672,3.9858972320412933,3.917707352275646,3.8806720601910047,3.797679229681144,3.8197904582476396,3.9112643079336906,3.866387364762732,3.8280031897546984,3.887513538604363,4.000583201418727,3.8898368191759456,3.8438084516291697,3.747060927486265,3.8836801585486698,3.7480892517351467,3.744922663273619,3.6928178894975776,3.6522279828543627
Bexar,3.531182474716027,3.486804138863744,3.540411345586463,3.524118400716434,3.4824552282111747,3.4607639576058653,3.5891226104661498,3.5962784935524374,3.654201769258475,3.573107095481978,3.65969226849859,3.618403714212926,3.5571524911423715,3.5783580543196107,3.6354623754644098,3.6037616731512276,3.5197806245824172,3.467163878207801,3.61129259871841,3.6980548164113585,3.7033155898033407,3.6324002633256747,3.5867488461344923,3.685366282589535,3.561544577687753,3.581422062884392,3.651631997743471,3.6563330996408765
Bowie,7.351736919231101,6.449875010774933,6.636281355055599,6.277476079648306,6.476405460604107,6.300118241427496,6.6946146404385685,6.72901214661937,6.863795060723542,6.842375821963287,6.6528155589350355,6.596054576220361,6.471673028262641,6.262598104387357,6.59175708710383,6.499549684779345,6.685652874798495,6.558839333691564,6.91778613648576,6.644814615797958,6.440529200205515,6.175072786436034,6.3987840383627335,6.352757321459154,6.4381861370883176,6.459586124248325,6.4381861370883176,6.3622161826702905
Brazoria,0.6244771218278724,0.5846835470801857,0.5840568766117181,0.5925169279360295,0.5900241808132649,0.5610318791946308,0.554246446900908,0.587248322147651,0.675073509351602,0.6299069386765286,0.6859862378368548,0.6529449210342841,0.6422371656249074,0.8593773143348047,0.9375833160529667,0.9482477708327162,0.9486511773412856,0.9463338614882382,0.9437268811535598,0.8382890098399024,1.277625971598873,1.0284436012515752,1.0400532344154834,1.094986620605683,1.0858000348207697,1.0216856016117042,1.1021049984385924,1.0227910228739294
Brazos,3.502152443656622,3.3719929095973664,3.3795897695619144,3.312230944542922,3.2617597123739137,3.2307999600519324,3.3536402676520525,3.5149305902326975,3.42452331027455,3.678790491681201,3.57933723960885,3.3745517254894275,3.1917693504007656,3.2874745782988395,3.175499461658093,3.0496470869721257,3.2757169676959927,3.143005114261669,3.3233452635278233,3.302999195405488,3.4946004123073284,3.3967570617869383,3.3926612936256193,3.4281579510237146,3.1967202132933186,3.341863279697388,3.357940665514454,3.445026505356896
Cameron,3.0921996800588576,2.808076456736552,2.767176265304295,3.2025575930358348,2.3812329126159897,3.114141921770139,3.6582931972674615,2.9354833280032318,3.1263402794250488,2.990006157797761,3.0360099387335064,3.1009423587001055,3.071562391856899,2.9598692139711935,3.1021109533299125,3.0181024092791255,3.0146620574561926,2.8747168911670045,3.0425557277387054,3.120514960066754,3.220125786163522,3.014121276848226,3.0630117479530083,2.6761599620268184,2.7890210716036634,2.671311877260336,2.6957063380598587,2.8217049122865188
Collin,2.780047751495311,2.755310507790386,2.7352499569251973,2.7490338937160015,2.669324617171318,2.957748165176059,3.048741065335297,3.0898075979071633,3.0046777316154403,3.06142704677031,3.093888589184001,3.209722582257315,2.9834246649666323,3.0800689056480928,3.154219340603693,3.1708353679489267,2.8105104327484614,2.7910620458173403,2.8739908417764464,2.9456657958596786,2.8468585693971447,2.880766141593783,2.8682627243462724,2.9770848388648594,2.869331511404888,2.9022579290929595,2.919029823102821,3.0471341669204746
Comal,1.6813393629641522,1.548437736926137,1.5297066352697724,1.480648988074532,1.480765715181113,1.4241814873817171,1.4206993810556006,1.4642257101320588,1.7036593692835527,1.1447646825764792,2.527249277146012,2.093958373726049,1.972990082295843,2.1198889736555913,2.033048192575519,1.976236466635285,2.1048953763733063,1.9923133662021042,2.017159051205404,2.082378974339066,2.112503070498649,1.9576755022591426,1.8400660994618254,1.881750444757077,1.9400089538874794,1.8874226305952915,1.1234996908776942,2.6598730821981085
Coryell,0.0,0.2714518760195759,0.23230016313213703,0.2544861337683524,0.14657523770679853,0.16696831425730965,0.1797139871013791,0.20393076550511102,0.2175583955394015,0.2618517215773635,0.22016388530634046,0.17717330415184795,0.18906073576136334,0.16936690911955465,0.1483601607016254,0.2100674841792926,0.24689736686584807,0.24689736686584807,0.19567929607984766,0.24295751526692494,0.2553373527799687,0.1791372003796639,0.1858214242744275,0.20721094073767096,0.22204387372926698,0.21268057784911718,0.23943285179240237,0.22070626003210272
Dallas,3.2185036141947285,3.174205805047293,3.2557851817808547,3.176738294604925,3.123012463710285,3.0670255259718315,3.1428420191129227,3.103182908307647,2.9421377298966465,2.962906613279366,2.969225827796977,3.079671207646169,3.055397890776015,3.066590987572487,3.16518549977971,3.1945971477449087,3.2897416951087446,3.2807106023465202,3.325670587959325,3.402884476294359,3.209970487997629,3.105243010965129,3.1329491010569988,3.198587066581053,2.9513914067646407,2.980206506945775,3.02631066723559,3.044668366821187
Denton,1.9594890191617815,1.9883629363898854,1.9125324466999154,1.8712631609647972,1.8271148706299831,1.8005571471354387,1.8405349968639284,1.8901188316861894,1.8208293989767013,1.800379894156657,1.8400436988076154,1.8834131184259646,1.796629792296213,1.7826890497458803,1.8026043962463556,1.797293637179562,1.6901321730563994,1.725022576143174,1.727716320499138,1.7378499302191939,1.7320950443695466,1.6558774183011389,1.658352016550113,1.6777776128045612,1.9073122614812226,1.9529211218103726,1.9544773296431257,2.0158876848894614
Ector,4.320333424041477,3.9909196373583877,4.058234628550149,4.129130204379771,3.9724557943181424,3.854804664521264,3.9468493719505866,4.054811585175957,3.7873523280055594,3.675094884267921,3.816753087079703,3.7118458331106003,3.6542293062850932,3.549434626232308,3.738970683364815,3.6645793981421586,3.7160028267136953,2.9986929576055483,3.1356509884117245,2.9555417972145612,3.1838741147106893,3.026770895361654,3.245321744859304,3.159168366506607,3.3621958445629527,3.2137418684812458,3.2322189728004282,3.234767538913419
El Paso,3.116248890103135,3.02343224018656,3.217603208211773,3.149179895986808,3.1447417428602322,2.989631267196117,3.227763693816006,3.206737874109406,3.293439118796819,3.2469814554487857,3.3167883071116333,3.1973945194400044,3.253364484524151,3.146622082724162,3.2400516681198823,3.215225064555166,3.277805692524805,3.1926991049383457,3.269872027580304,3.2364544691777115,3.3642773390949627,3.154084860272903,3.270139852853288,2.9625761573461373,3.1265785448070877,3.0687806678043135,3.160851252864518,3.104844632380425
Ellis,0.9306110662650207,0.8991094222729749,0.9352050560138607,0.8347935657892146,0.9379532844626283,0.8468898587866449,0.9386037375031709,1.0446275831116372,1.1486070494074188,1.2133805346057154,1.2640449438202248,1.2403160433020368,1.2499685937539258,1.2531092183613477,1.3718248285218964,1.3994623250672094,1.3203341253705019,1.3619773167087181,1.3534037184920265,1.401170908556451,1.396644725898819,1.360406815103486,1.3568424304350926,1.366941520328874,1.2802399008102419,1.2600559384100805,1.371356073930971,1.3211845102505695
Fort Bend,1.804429895192587,1.8590445893502996,1.8361097177855803,1.8463396604979012,1.8718871234139534,1.8259541886995379,1.8504410842093133,1.963112812568019,1.8831106072437245,1.978685182259027,2.0578448623680097,2.049253889332926,1.9938659275372488,2.1204652305101397,2.171777419128482,2.158181881973195,1.9845358302659888,1.6256809784561272,1.3463697225480231,2.131041433965535,1.8908568049881747,1.9538808858310042,1.9571059987099548,1.9920447215652548,1.989938935434121,2.0176837147263558,2.0178139719061314,2.080858446917594
Galveston,2.8084775291351636,2.793254511933154,2.9458229732244043,2.969164932934152,2.863985597029055,2.948025072330418,3.073253855684623,2.979581397048321,2.901930597640489,2.9146512105783313,3.1145931523962047,3.0173946227685926,2.9170270002903944,2.8643730833176435,3.1104104771721337,3.120941260566684,2.9332593917264327,2.864718014543234,3.147918522995632,3.113959386118502,3.063378140015814,3.0630740222614197,3.138495225351256,3.0852746183322184,2.93007563509875,2.8024731571602324,2.9351558274288547,2.8317589717690725
Grayson,4.086304867001565,3.9092481264926295,4.190891871860331,4.186774273243844,4.352750012309813,3.9719664516552595,3.831634579086448,4.326489077092258,4.409048560827708,4.453179908795215,4.436017717918962,4.2496853598339355,4.3843396791236176,4.550198626202477,4.720102913453992,4.522690313028423,4.814213391918999,4.8006813767631416,5.100773712866558,5.172413793103448,4.9730690383581075,5.444653171305859,5.358131123773297,5.507790881667459,5.460076857386849,5.626296205928998,5.516499939002074,5.595797242893742
Gregg,5.516240542655883,5.699680406991912,6.141566657970258,5.757565875293504,5.7105021569758465,5.678817766006711,5.662569360381513,5.829115518039792,5.901016773104606,5.685165499500945,5.957008268889015,5.792279665349379,5.862959414028876,5.517028567716369,5.657512221265814,5.583616195410326,5.673667205169629,5.400646203554119,5.846526655896607,5.990306946688206,6.008900273168676,6.0161955790446395,5.546864234357648,6.236675934407094,6.148862045387946,5.87129228665386,5.988506495620747,6.259564353856673
Guadalupe,0.7540001030859516,0.8092247200111922,0.798179796626144,0.8143790175908813,0.8672238096261127,0.7898826275950473,0.7569410130262602,0.8349983171131687,0.834260678466696,0.8552571720522673,0.9637390555777186,0.8594564707693815,0.810565965765508,0.7812766073386872,0.8085225221543345,0.7601610233565604,0.7750136142065907,0.7650519996280998,0.8175165030748184,0.8228293641833468,0.758615332832768,0.7793283794630143,0.7430805478600834,0.7404914170313026,0.7272658936725988,0.6890546796208946,0.6282925851452339,0.6903075063111145
Harris,3.4046341631479615,3.4235834899683413,3.5096928677796364,3.5475675955026933,3.43445394354429,3.4822830554522137,3.5506840806231343,3.5963082212121056,3.4261105714043527,3.4527347435338753,3.5254630687815616,3.545747058419498,3.254470270830706,3.137751083147778,3.3463240749426504,3.3090484412680987,3.244931926177409,3.3016034328496398,3.065066261563028,3.298729268167463,3.1306499191169475,3.0973235062587046,3.1574018806391058,3.1880249829150773,3.1074038229512757,3.1730117742227733,3.264081450038772,3.2983667570350357
Harrison,1.5843106515119538,1.6838011396183183,1.6762639814284421,1.819469987036088,1.6934315382757787,1.6934315382757787,1.5455204056991065,1.5757063511229172,1.5935533523473222,1.4592481929165346,1.515082922118098,1.2992892389877315,1.3997987413826767,1.4613778705636744,1.5875399888857182,1.387783301542482,1.450101222163905,1.30164204843668,1.3826197795606208,1.3361325635450252,1.4036720661752564,0.9638047769887856,0.8046719010373662,0.8947471138400565,0.8650779322380695,0.7838358307757116,0.713125112836252,0.7176385629174942
Hays,1.858884057083359,1.8656213633858028,1.9158449194585656,1.8797084583818215,1.8448958277701624,1.7683465959328029,1.8377749689945941,1.9701042612405724,1.8848524441162269,1.947908086460079,1.8814440310165592,1.922913057062516,1.7933071505079685,1.791143280643102,1.86741969337964,1.8609280837850413,1.6973009626943112,1.7034654940358158,1.8231601442500334,1.8909699890065859,1.6587955765451292,1.731150939153051,1.6744399792711664,1.8895505167541775,1.7859970380857464,1.7678343563425016,1.8153367547479113,1.844676471410076
Henderson,2.505168892778771,2.2996816215736264,2.2286489846138235,2.005403554168728,2.148318817095402,2.048308689487543,2.1242657484302208,1.7685335223820133,2.092310821289199,1.9029096594592534,1.9690093937891673,1.8202849915468609,1.8493772376582118,1.9010639907215976,1.7888659169986385,1.7913872220261207,1.947365772656368,1.8140190207819655,1.805213103205354,1.8177929854576562,1.896030576303365,1.6849441682695911,1.799855112287977,1.8123454322899752,1.8467277713269263,1.8430219630901499,1.8652568125108087,1.7886701089507622
Hidalgo,3.3894938763093685,3.1178466330700663,3.1433646295428006,3.3224934225164264,3.202017977717132,3.1973169506664325,3.243090108791663,3.3552962018175654,3.253161727250406,3.1821885394792937,3.199046198536804,3.21798052573908,3.231427576375089,3.0992300730641262,3.2046747543741465,3.22323301828471,3.096108338186448,2.9291373842249366,3.075624027144094,3.2292563599617465,3.180008480964945,2.9583254805880137,3.051498303807011,3.218879570297776,3.1850548146625575,3.0667481071510743,3.2017555640940896,3.3052301374950512
Hunt,2.5782412587815937,2.4363514713855596,2.466344434574965,2.541326842548479,2.604076846135274,2.3695374745628257,2.3959806390048173,2.5891307097115397,2.678745038831509,2.5872422194008853,2.762241361561953,2.5060334671562066,2.5034127190063065,2.642177822403231,2.653459538126558,2.7121244598878596,2.657522025203524,2.6842868294858926,2.73781643805063,2.6151444184231067,2.476739757331737,2.5093857119538603,2.3298329615321833,2.4440938027096144,2.416902366926823,2.3126980413840035,2.4477383408119433,2.5051570508049252
Jefferson,4.729500500998051,4.699125028600283,4.535018580321427,4.607604124752459,4.687506210130959,4.556348244271775,4.745136225432722,4.714532700065579,4.602515420086218,4.686678863121792,4.824580466968812,4.659019515645312,4.652486980865728,4.4729672554439155,4.639042772353962,4.724453038193415,4.620323622565775,4.5125278309134815,4.386308758506068,4.63482705635172,4.448519636517196,4.285859517962995,4.316749300092279,4.272565181350392,4.209872637585387,4.031776160849239,4.212216012279283,4.227447947789612
Johnson,0.7206069930437755,0.696937420279564,0.7547963759254146,0.7212644811761147,0.7456897956523156,0.6778998142293778,0.768503731708112,0.8565003422090408,0.8088782476461643,0.7998188112725273,0.8502928139256479,0.8037014268612288,0.7279896384296861,0.6814136142356747,0.6967262797241168,0.639941811871144,0.6784022090432709,0.5604192161661803,0.5008001506165867,0.581128996830776,0.5922721994556502,0.5904290287104563,0.574454882252109,0.624834882620743,0.5688214020549421,0.5071491868847747,0.5724139582784471,0.6011544080664862
Kaufman,1.012367037709484,1.2462095647297027,1.1559045238072605,1.108375554900712,1.0407965988756769,0.8240030782802924,1.1937721134083508,1.0154570964684242,1.0023279875840663,1.0152612519399897,1.0669943093636833,0.8794619762027935,0.9217836784760806,0.7377877191716574,0.6935926112995165,0.6412800346345335,0.6716058042172636,0.5962035859892157,0.5541186269782122,0.5707772565867345,0.5767403989686525,0.5156737684896187,0.5775885466141946,0.5266996878816664,0.5145643735525328,0.4794989725022018,0.4534037903252112,0.45503473921127313
Liberty,0.7632583234636137,0.359257797078563,0.378997236478484,0.31714699302539806,1.5922482650255336,0.054995417048579284,0.061542490506743486,0.06416131989000917,0.05725513669663886,0.05205012426967169,0.04814636494944632,0.05205012426967169,0.03331411365238004,0.14094432699083861,0.06150297905054776,0.05381510666922929,0.060349271408275396,0.03646101814249972,0.041490124093189334,0.0942957365754303,0.08604371020478403,0.05162622612287042,0.052855421982938765,0.05777220542321213,0.07416534086151418,0.14115339067191407,0.11364044164264268,0.12919123892005693
Lubbock,4.94058036470389,4.9670439789984755,5.07607406989217,4.708406255292723,4.613915883634482,4.6677693811393866,4.792611579900756,4.660775420424463,4.716163238519593,4.852252905721638,4.822202649258243,4.735505932335112,4.507646900992755,4.531081774121787,4.5412708493952785,4.531761045806686,4.3353657105890315,4.383633273780992,4.352125281141796,4.420839520408129,4.350301561765543,4.241726085258231,4.273173250710044,4.393665547809622,4.4258102962218375,4.372112516494059,4.33806026593498,4.306299993778916
McLennan,3.3609135092410405,3.2642147217597497,3.319711417183795,3.234364226493786,3.277380435145884,3.2218174526252463,3.2886601383643597,3.102336151866582,3.1108791723098204,3.942131269078002,3.67043153042333,3.597122302158273,3.5313325053667044,3.4939095103756284,4.422082034494954,3.539557339430677,3.5608937272860612,3.4195172829647498,3.5046690894868076,3.5560046283469955,3.499452642464442,3.2950519686693354,3.2768740431341974,3.4206816318121778,3.403793650225926,3.34457996033875,3.3596814382965534,3.4669814132598926
Midland,2.72064696485623,2.9402955271565494,2.8404552715654954,2.945287539936102,2.8038715282491244,2.735997610838107,2.7977628756821327,2.993918496999973,2.925385281839901,2.9260416393184383,2.9142272047047704,3.001522749350206,2.72196522571383,2.6422076886265753,2.8342638379326845,2.704099537406285,2.7586121925977034,2.6243161993001825,2.5423833226553643,2.6705189492878616,2.621910283796155,2.330180042722002,2.486420506560879,2.4174549893194994,2.5272505111361134,2.4933764018437192,2.5278554059449063,2.623428785734161
Montgomery,2.640348737312135,2.6365304455734333,2.5752256504353914,2.7858680780204277,2.6873587650779567,2.739776913314003,2.770319771341306,2.838628460578044,2.702290566461741,2.780943514342124,2.8194674071814956,2.8882887365768313,3.6382375576723014,3.6136796958692514,3.7677947813576824,3.767214674385957,2.689485639837761,2.7032979749996735,2.6553281082887077,3.155185318607642,3.070336589723639,2.984063859831129,3.03503501340019,3.168496585112821,3.1612186524146497,3.2497397723992547,3.4106872632803547,3.6158953141537573
Nacogdoches,3.5884548016145,3.4726981951108065,3.562561876475516,3.67527225649227,3.589105152886163,3.420581179971457,3.5693681110132696,3.5799957489448273,3.847038792508398,3.682910741950823,3.7350635804457535,3.6138849262957677,3.5744941753525445,3.5591661557326795,3.7875536480686693,3.617412630288167,3.6708319330298496,3.4875194769484588,3.4921022883504933,3.513488741559989,3.5271323742543745,3.4737372042288976,3.6384994431646556,3.1137012006285376,3.2901082413460507,3.2962322213206363,3.3911539109267115,3.355941026072845
Nueces,4.168232521419436,4.552777316518238,4.707177878186696,4.477616288385291,4.686741066681229,4.5729280132437005,4.520332587033934,4.422614308829996,4.389623341814328,4.321057612212633,4.462155683872321,4.249658587999297,4.15721547593346,4.111513302696989,3.9612288557353423,3.9881454731016075,4.095654971928189,3.9389299425249096,4.080121163704147,4.1627832146106565,4.198074338710659,4.230150259096012,4.294302099866719,4.393295026573241,4.272288122690216,4.138303320553103,4.293880714770164,4.267305216825612
Parker,0.894185260311021,0.8739012846517917,0.8705206220419203,0.8020622041920217,0.8787934584288847,0.9013910045027703,0.8461525585443832,0.877956512278,0.9425220186166883,1.02850941269775,1.0218307801477648,0.9308344116542138,1.075752986156025,1.1019509279802207,1.0618353295619214,1.0209010454616159,0.992518306271888,0.9885386819484241,0.09391913403374721,1.3244189748487742,1.3003326432343159,1.215039506230276,1.22356881993068,1.2530337218048029,1.1617890502692865,1.1775192695185803,1.2381929723372858,1.3086044299293638
Potter,8.995543927067576,8.820571522014635,8.81811863783165,9.103470831118925,9.125053976323743,9.306740318888046,9.603304573118569,9.475390870057602,9.102819196410294,9.077435784060855,9.14376018407068,9.108550934682748,9.12904203635887,8.957816173880273,9.359254798830094,9.313376098835828,9.42344481825978,9.043307606042616,9.05897486641599,6.740220331156409,8.960309039060945,8.72571125406194,8.844253597718682,8.941242787983288,8.961276383579857,9.069303639687552,9.201429283696195,10.177829483131129
Randall,0.03321882291936738,0.02025537982888255,0.024306455794659062,0.0405107596577651,0.024004800960192037,0.033606721344268856,0.040808161632326465,0.04240848169633927,0.03155743848271836,0.037868926179262026,0.012622975393087344,0.01420084731722326,0.013205627150769422,0.004660809582624502,0.010098420762353087,0.013205627150769422,0.0053694158075601375,0.007670594010800196,0.011505891016200295,0.01994354442808051,0.006800562179806864,0.009067416239742485,0.007556180199785404,0.01813483247948497,0.00895422154236466,0.017162257956198933,0.013431332313546991,0.020146998470320487
Rockwall,4.061940897032513,3.892899006724659,3.7769140600900735,3.950891480041952,3.8858662797726997,3.751662435013904,3.959617942207714,4.027324386410349,3.96598559111846,3.5230896421400733,4.066375339553561,4.195110428723279,3.709914545621612,3.767343563355692,4.033814205641827,4.169346687494257,1.4284129976710658,1.3940334922923368,1.2443162914494843,1.3463457912831318,1.2352683015596064,1.2352683015596064,1.16890206698708,1.1667612207105469,1.1123275221019582,1.0679170453606543,1.0751466578534248,1.1701644220441212
Smith,6.365738564794796,6.308398037261942,6.352578443721682,6.233197345415578,6.088142599773755,6.125850165959844,6.323232981551224,6.381423670110004,6.300034646033029,6.351772722023329,6.342533779882204,6.179004503984294,6.14272315859444,6.130885714025551,6.283406634432395,6.264739894919916,6.217006160348936,6.047484149467152,6.213408876298395,6.229146994019516,6.202672754162577,6.17646928198045,6.2883891970634345,6.2946069701236,6.2840291379651845,6.358414577785602,6.388344813926363,6.307357116133717
Tarrant,3.261355432868549,3.152582253628749,3.2578920082559386,3.2155191727610313,3.2044330984138285,3.1151760833703026,3.311275870587954,3.3386373960328446,3.253088327015261,3.317968158170859,3.34379461795399,3.412752311180609,3.3331414988371746,3.380877457836662,3.428818953796319,3.4842111645621396,3.3483636290355085,3.345693442424731,3.3848897666357662,3.449226149691669,3.3546884790932396,3.250367175408044,3.326026065006355,3.3083838549563245,3.2049876218786637,3.1939978146817016,3.3214504016871786,3.3848606166643407
Taylor,5.374361135992412,5.136504256584345,5.111664772342364,5.03037191482315,5.227320187345247,5.253423227230691,5.062498135497151,4.966289788490797,5.059472697812987,4.998245312745003,5.116220030315023,5.068432802944888,5.11604821205005,5.364961070325291,4.8086111995969985,4.903435145606614,5.225037279719098,5.131746160005289,5.1442339476835155,5.233117612922657,5.184320805536596,5.147625443096501,5.152028886589313,5.268720139148814,5.324443403545238,5.373479514615688,5.3529868114817685,5.432030094998317
Tom Green,4.909128329947831,4.663045520845451,4.650517668745693,4.528818534062335,4.539878383506756,4.622838836082502,4.670496968413249,4.648433018260125,4.85437739797698,4.834321590512731,4.804673875130799,4.673875130798744,4.8375587823141535,4.775660038342833,4.864209630412916,3.813650392455231,6.02226117739163,4.776452167401331,4.680293411848801,4.773048317647259,4.877841440399885,4.462995392488566,4.803883231038645,4.780080588945373,4.97337665651634,4.8457887484476805,4.747971352261708,4.66121157477502
Travis,3.241566191866133,3.235538174772937,3.3136198336832408,3.299020729785657,3.1953183831318843,3.220936359840494,3.2385316249819946,3.306177670241028,3.2145301216843336,3.2341336317819236,3.2013423058005004,3.2721822627440638,3.1899050561505216,3.222189436411921,3.1084998177494665,3.200666516237655,3.025754255999932,3.0362644674331776,3.0587258063832583,3.161454647166269,3.118123554236347,3.0420110935155167,3.0096757343857528,3.0511313230136556,2.9669635911158903,3.007693968238452,3.0349833209105683,3.1190508192915356
Victoria,5.514122228948,5.205751681761595,5.14179334604886,5.210320134312505,5.236994479105885,5.063063871807532,5.241483010907133,5.277391265317115,5.317211822441321,4.395665400928208,4.611062998245731,4.295738680523172,5.4820851914501,5.638057160431449,5.339293952241823,5.340392346389579,5.4734305808804375,5.2607015715898235,4.849353130155422,5.319310584353564,5.301833293651653,4.942533711391528,4.883011190233978,5.128676868466051,4.958444239230811,4.869357379542615,5.002987669074909,4.931283611277093
Walker,1.7395371953982663,1.740998991360786,1.6986069084477189,1.805318013711646,1.7111457680479238,1.7344663236601612,1.8029704557711088,1.7694471570785173,1.734770330240332,1.7275661345167426,1.759264595700536,1.8644458532649415,1.6738969119241967,1.8365774302186197,1.7695073919744277,1.726696729265369,1.7434637754813938,1.7138178327404145,1.8182844881133886,1.9100457394545147,1.8066671306284363,1.7259377827267033,1.6452084348249705,1.6257220405038624,1.6424961546912766,1.601296418369589,1.524390243902439,1.4790705339485828
Webb,2.961298767265126,2.7241291734229396,2.925742864399164,2.856193955496513,2.689614152228554,2.650856693336403,2.769815230530133,2.666206182006562,2.6559013727640584,2.5719472072003935,2.7636803690957907,2.6494724501758498,2.522573046940721,2.4765857214962703,2.6201559082496777,2.4993924438711606,2.38711948566876,2.3293128045504234,2.4593778370666817,2.4905045115150166,2.439212489120495,2.292316223590806,2.5196381944980004,2.4465573023969798,2.304423601799109,2.3329228947974174,2.5013610239284447,2.408921009459573
Wichita,4.502190316735855,4.310298693455043,4.2743667958685965,4.211677102207136,4.437323938314819,4.181441295054707,4.448713373474765,4.3985998587710045,4.432946017913338,4.273329702251271,4.326282982328734,4.371671508109417,4.475068980594967,4.186330533902266,4.2345792560650155,4.261719162281562,4.408946174815403,4.325715289284596,4.359313077939234,4.304334878322554,4.4738946646863935,4.393160440230016,4.40458509463422,4.479226170075022,4.414187973179233,4.0952547289447105,4.200806445488993,4.3071175269005
Williamson,1.976331976716565,1.8976044666550536,1.8912700692937825,1.7964803373519052,1.8646187602852442,1.784092155787164,1.8556226001097094,2.0032912781130006,2.0403517319586313,2.2514079277983563,2.1611984247378286,2.229281068557095,2.218633239942367,2.2415881519861123,2.267617382607145,2.3282839358656156,2.19094399299592,2.1682674959034416,2.1826621418838843,2.227620762206364,2.244030764448791,2.250853830962318,2.2415668793189063,2.255971130847463,2.1808655727861366,2.205579486353343,2.214366655621683,2.202101231851292
